R4386-16_Insecta_Lepidoptera_Geometridae_Eulithis_destinata_BOLD_AAA1505_BLAST-EXACT-MATCH;size=1536	R3971-59_Insecta_Lepidoptera_Geometridae_Dysstroma_NA_BOLD_AAC1187_BLAST-CLOSE-MATCH;size=535	89.0
R4386-16_Insecta_Lepidoptera_Geometridae_Eulithis_destinata_BOLD_AAA1505_BLAST-EXACT-MATCH;size=1536	R2284-160_Insecta_Lepidoptera_Geometridae_Eulithis_xylina_BOLD_AAA2493_BLAST-EXACT-MATCH;size=10	88.7
R4386-16_Insecta_Lepidoptera_Geometridae_Eulithis_destinata_BOLD_AAA1505_BLAST-EXACT-MATCH;size=1536	R497-67_Insecta_Lepidoptera_Geometridae_Dysstroma_citrata_BOLD_AAA2089_BLAST-EXACT-MATCH;size=260	88.5
R6138-4_Insecta_Lepidoptera_Geometridae_Macaria_NA_BOLD_AAA1255_BLAST-EXACT-MATCH;size=216	R1740-210_Insecta_Lepidoptera_Geometridae_Sicya_macularia_BOLD_AAA5208_BLAST-EXACT-MATCH;size=43	91.1
R6138-4_Insecta_Lepidoptera_Geometridae_Macaria_NA_BOLD_AAA1255_BLAST-EXACT-MATCH;size=216	R1411-184_Insecta_Lepidoptera_Geometridae_Speranza_lorquinaria_BOLD_AAB9623_BLAST-EXACT-MATCH;size=47	90.6
R6138-4_Insecta_Lepidoptera_Geometridae_Macaria_NA_BOLD_AAA1255_BLAST-EXACT-MATCH;size=216	R7680-14_Insecta_Lepidoptera_Geometridae_Nepytia_NA_BOLD_AAA7461_BLAST-EXACT-MATCH;size=88	89.2
R6138-4_Insecta_Lepidoptera_Geometridae_Macaria_NA_BOLD_AAA1255_BLAST-EXACT-MATCH;size=216	R1951-22_Insecta_Lepidoptera_Geometridae_Hesperumia_sulphuraria_BOLD_AAA4627_BLAST-EXACT-MATCH;size=149	89.0
R6138-4_Insecta_Lepidoptera_Geometridae_Macaria_NA_BOLD_AAA1255_BLAST-EXACT-MATCH;size=216	R1756-134_Insecta_Lepidoptera_Geometridae_Xanthorhoe_defensaria_BOLD_AAA5319_BLAST-EXACT-MATCH;size=7	89.0
R6138-4_Insecta_Lepidoptera_Geometridae_Macaria_NA_BOLD_AAA1255_BLAST-EXACT-MATCH;size=216	R1588-22_Insecta_Lepidoptera_Geometridae_Probole_NA_BOLD_AAA5915_BLAST-EXACT-MATCH;size=106	89.0
R6138-4_Insecta_Lepidoptera_Geometridae_Macaria_NA_BOLD_AAA1255_BLAST-EXACT-MATCH;size=216	R7197-2_Insecta_Lepidoptera_Geometridae_Enypia_NA_BOLD_AAA6739_BLAST-EXACT-MATCH;size=494	89.0
R6138-4_Insecta_Lepidoptera_Geometridae_Macaria_NA_BOLD_AAA1255_BLAST-EXACT-MATCH;size=216	R1205-209_Insecta_Lepidoptera_NA_NA_NA_BOLD_ABX0955_BLAST-CLOSE-MATCH;size=77	89.0
R6138-4_Insecta_Lepidoptera_Geometridae_Macaria_NA_BOLD_AAA1255_BLAST-EXACT-MATCH;size=216	R6141-12_Insecta_Lepidoptera_Geometridae_Digrammia_NA_BOLD_ADE0150_BLAST-EXACT-MATCH;size=186	88.7
R6138-4_Insecta_Lepidoptera_Geometridae_Macaria_NA_BOLD_AAA1255_BLAST-EXACT-MATCH;size=216	R3214-77_Insecta_Lepidoptera_Geometridae_Speranza_NA_BOLD_AAC0750_BLAST-CLOSE-MATCH;size=3	88.5
R737-45_Insecta_Lepidoptera_Geometridae_Hydriomena_irata_BOLD_AAA2021_BLAST-EXACT-MATCH;size=577	R1740-210_Insecta_Lepidoptera_Geometridae_Sicya_macularia_BOLD_AAA5208_BLAST-EXACT-MATCH;size=43	89.4
R737-45_Insecta_Lepidoptera_Geometridae_Hydriomena_irata_BOLD_AAA2021_BLAST-EXACT-MATCH;size=577	R5714-6_Insecta_Lepidoptera_Geometridae_Chrysolarentia_NA_BOLD_AAW0145_BLAST-CLOSE-MATCH;size=632	89.0
R737-45_Insecta_Lepidoptera_Geometridae_Hydriomena_irata_BOLD_AAA2021_BLAST-EXACT-MATCH;size=577	R468-102_Insecta_Lepidoptera_Geometridae_Eustroma_fasciata_BOLD_ABX6172_BLAST-EXACT-MATCH;size=161	88.7
R737-45_Insecta_Lepidoptera_Geometridae_Hydriomena_irata_BOLD_AAA2021_BLAST-EXACT-MATCH;size=577	R5934-9_Insecta_Lepidoptera_Geometridae_Eupithecia_misturata_BOLD_ACF4074_BLAST-EXACT-MATCH;size=48	88.5
R737-45_Insecta_Lepidoptera_Geometridae_Hydriomena_irata_BOLD_AAA2021_BLAST-EXACT-MATCH;size=577	R9716-14_Insecta_Lepidoptera_Geometridae_Enypia_venata_BOLD_AAA2071_BLAST-EXACT-MATCH;size=146	88.2
R737-45_Insecta_Lepidoptera_Geometridae_Hydriomena_irata_BOLD_AAA2021_BLAST-EXACT-MATCH;size=577	R2068-171_Insecta_Lepidoptera_Geometridae_Eupithecia_NA_BOLD_AAA7997_BLAST-EXACT-MATCH;size=51	88.2
R737-45_Insecta_Lepidoptera_Geometridae_Hydriomena_irata_BOLD_AAA2021_BLAST-EXACT-MATCH;size=577	R6495-12_Insecta_Lepidoptera_Geometridae_Eustroma_NA_BOLD_AAA6330_BLAST-CLOSE-MATCH;size=93	88.0
R737-45_Insecta_Lepidoptera_Geometridae_Hydriomena_irata_BOLD_AAA2021_BLAST-EXACT-MATCH;size=577	R1178-67_Insecta_Lepidoptera_Geometridae_Zenophleps_NA_BOLD_AAB2735_BLAST-EXACT-MATCH;size=138	88.0
R737-45_Insecta_Lepidoptera_Geometridae_Hydriomena_irata_BOLD_AAA2021_BLAST-EXACT-MATCH;size=577	R1411-184_Insecta_Lepidoptera_Geometridae_Speranza_lorquinaria_BOLD_AAB9623_BLAST-EXACT-MATCH;size=47	88.0
R737-45_Insecta_Lepidoptera_Geometridae_Hydriomena_irata_BOLD_AAA2021_BLAST-EXACT-MATCH;size=577	R1693-92_Insecta_Lepidoptera_Geometridae_Eupithecia_graefii_BOLD_AAA2448_BLAST-EXACT-MATCH;size=266	87.5
R641-102_Insecta_Lepidoptera_Tortricidae_Choristoneura_rosaceana_BOLD_AAA1517_BLAST-EXACT-MATCH;size=381	R2249-36_Insecta_Lepidoptera_Tortricidae_Clepsis_persicana_BOLD_AAA3564_BLAST-EXACT-MATCH;size=40	92.6
R641-102_Insecta_Lepidoptera_Tortricidae_Choristoneura_rosaceana_BOLD_AAA1517_BLAST-EXACT-MATCH;size=381	R5607-2_Insecta_Lepidoptera_Tortricidae_Archips_NA_BOLD_AAB9404_BLAST-EXACT-MATCH;size=18	92.3
R641-102_Insecta_Lepidoptera_Tortricidae_Choristoneura_rosaceana_BOLD_AAA1517_BLAST-EXACT-MATCH;size=381	R1645-22_Insecta_Lepidoptera_Tortricidae_Archips_argyrospila_BOLD_AAA7035_BLAST-EXACT-MATCH;size=188	92.1
R641-102_Insecta_Lepidoptera_Tortricidae_Choristoneura_rosaceana_BOLD_AAA1517_BLAST-EXACT-MATCH;size=381	R1850-37_Insecta_Lepidoptera_Tortricidae_Pandemis_limitata_BOLD_AAA3659_BLAST-EXACT-MATCH;size=207	91.6
R641-102_Insecta_Lepidoptera_Tortricidae_Choristoneura_rosaceana_BOLD_AAA1517_BLAST-EXACT-MATCH;size=381	R1-316_Insecta_Lepidoptera_Tortricidae_Clepsis_penetralis_BOLD_AAA5258_BLAST-EXACT-MATCH;size=25	91.4
R641-102_Insecta_Lepidoptera_Tortricidae_Choristoneura_rosaceana_BOLD_AAA1517_BLAST-EXACT-MATCH;size=381	R9626_Insecta_Lepidoptera_Tortricidae_Rhopobota_naevana_BOLD_AAA9812_BLAST-EXACT-MATCH;size=304	91.1
R641-102_Insecta_Lepidoptera_Tortricidae_Choristoneura_rosaceana_BOLD_AAA1517_BLAST-EXACT-MATCH;size=381	R1934-203_Insecta_Lepidoptera_Tortricidae_Epinotia_emarginana_BOLD_AAC9102_BLAST-EXACT-MATCH;size=11	91.1
R641-102_Insecta_Lepidoptera_Tortricidae_Choristoneura_rosaceana_BOLD_AAA1517_BLAST-EXACT-MATCH;size=381	R7544-31_Insecta_Lepidoptera_Tortricidae_Epinotia_signiferana_BOLD_AAE1192_BLAST-EXACT-MATCH;size=68	91.1
R641-102_Insecta_Lepidoptera_Tortricidae_Choristoneura_rosaceana_BOLD_AAA1517_BLAST-EXACT-MATCH;size=381	R2413-120_Insecta_Lepidoptera_Tortricidae_Clepsis_virescana_BOLD_AAA3056_BLAST-EXACT-MATCH;size=18	90.9
R641-102_Insecta_Lepidoptera_Tortricidae_Choristoneura_rosaceana_BOLD_AAA1517_BLAST-EXACT-MATCH;size=381	R2271-71_Insecta_Lepidoptera_Tortricidae_Zeiraphera_NA_BOLD_AAA7907_BLAST-EXACT-MATCH;size=51	90.4
R2011-148_Insecta_Lepidoptera_Geometridae_Alcis_porcelaria_BOLD_AAA2077_BLAST-EXACT-MATCH;size=18	R1951-22_Insecta_Lepidoptera_Geometridae_Hesperumia_sulphuraria_BOLD_AAA4627_BLAST-EXACT-MATCH;size=149	92.1
R2011-148_Insecta_Lepidoptera_Geometridae_Alcis_porcelaria_BOLD_AAA2077_BLAST-EXACT-MATCH;size=18	R3933-63_Insecta_Lepidoptera_Geometridae_Hesperumia_NA_BOLD_AAA4629_BLAST-EXACT-MATCH;size=21	91.1
R2011-148_Insecta_Lepidoptera_Geometridae_Alcis_porcelaria_BOLD_AAA2077_BLAST-EXACT-MATCH;size=18	R3609-21_Insecta_Lepidoptera_Geometridae_Sericosema_wilsonensis_BOLD_AAD0774_BLAST-EXACT-MATCH;size=22	91.1
R2011-148_Insecta_Lepidoptera_Geometridae_Alcis_porcelaria_BOLD_AAA2077_BLAST-EXACT-MATCH;size=18	R4612-18_Insecta_Lepidoptera_NA_NA_NA_BOLD_ACG8924_BLAST-CLOSE-MATCH;size=439	91.1
R2011-148_Insecta_Lepidoptera_Geometridae_Alcis_porcelaria_BOLD_AAA2077_BLAST-EXACT-MATCH;size=18	R5393-2_Insecta_Lepidoptera_Geometridae_Sericosema_juturnaria_BOLD_AAB4422_BLAST-EXACT-MATCH;size=63	90.9
R2011-148_Insecta_Lepidoptera_Geometridae_Alcis_porcelaria_BOLD_AAA2077_BLAST-EXACT-MATCH;size=18	R7197-2_Insecta_Lepidoptera_Geometridae_Enypia_NA_BOLD_AAA6739_BLAST-EXACT-MATCH;size=494	90.4
R2011-148_Insecta_Lepidoptera_Geometridae_Alcis_porcelaria_BOLD_AAA2077_BLAST-EXACT-MATCH;size=18	R7680-14_Insecta_Lepidoptera_Geometridae_Nepytia_NA_BOLD_AAA7461_BLAST-EXACT-MATCH;size=88	90.4
R2011-148_Insecta_Lepidoptera_Geometridae_Alcis_porcelaria_BOLD_AAA2077_BLAST-EXACT-MATCH;size=18	R1205-209_Insecta_Lepidoptera_NA_NA_NA_BOLD_ABX0955_BLAST-CLOSE-MATCH;size=77	90.4
R2011-148_Insecta_Lepidoptera_Geometridae_Alcis_porcelaria_BOLD_AAA2077_BLAST-EXACT-MATCH;size=18	R9716-14_Insecta_Lepidoptera_Geometridae_Enypia_venata_BOLD_AAA2071_BLAST-EXACT-MATCH;size=146	90.2
R2011-148_Insecta_Lepidoptera_Geometridae_Alcis_porcelaria_BOLD_AAA2077_BLAST-EXACT-MATCH;size=18	R3812-3_Insecta_Lepidoptera_Geometridae_Ultralcis_latipennis_BOLD_AAC8430_BLAST-EXACT-MATCH;size=460	90.2
R3847-65_Insecta_Lepidoptera_Crambidae_Scoparia_biplagialis_BOLD_AAA1518_BLAST-EXACT-MATCH;size=95	R3871-21_Insecta_Lepidoptera_Crambidae_Eudonia_rectilinea_BOLD_AAA3195_BLAST-EXACT-MATCH;size=15	92.1
R3847-65_Insecta_Lepidoptera_Crambidae_Scoparia_biplagialis_BOLD_AAA1518_BLAST-EXACT-MATCH;size=95	R4941-24_Insecta_Lepidoptera_Crambidae_Eudonia_albertalis_BOLD_AAA8166_BLAST-EXACT-MATCH;size=83	91.1
R3847-65_Insecta_Lepidoptera_Crambidae_Scoparia_biplagialis_BOLD_AAA1518_BLAST-EXACT-MATCH;size=95	R1380-199_Insecta_Lepidoptera_Crambidae_Herpetogramma_thestealis_BOLD_AAA2323_BLAST-EXACT-MATCH;size=60	90.6
R3847-65_Insecta_Lepidoptera_Crambidae_Scoparia_biplagialis_BOLD_AAA1518_BLAST-EXACT-MATCH;size=95	R8947-12_Insecta_Lepidoptera_Noctuidae_Homorthodes_furfurata_BOLD_AAA3454_BLAST-EXACT-MATCH;size=222	90.6
R3847-65_Insecta_Lepidoptera_Crambidae_Scoparia_biplagialis_BOLD_AAA1518_BLAST-EXACT-MATCH;size=95	R4118-30_Insecta_Lepidoptera_Crambidae_Eudonia_NA_BOLD_AAD2838_BLAST-CLOSE-MATCH;size=1487	90.6
R3847-65_Insecta_Lepidoptera_Crambidae_Scoparia_biplagialis_BOLD_AAA1518_BLAST-EXACT-MATCH;size=95	R5004-17_Insecta_Lepidoptera_Crambidae_Eudonia_NA_BOLD_AAE4522_BLAST-EXACT-MATCH;size=134	90.6
R3847-65_Insecta_Lepidoptera_Crambidae_Scoparia_biplagialis_BOLD_AAA1518_BLAST-EXACT-MATCH;size=95	R3003-142_Insecta_Lepidoptera_Crambidae_Eudonia_commortalis_BOLD_AAC7964_BLAST-EXACT-MATCH;size=15	90.4
R3847-65_Insecta_Lepidoptera_Crambidae_Scoparia_biplagialis_BOLD_AAA1518_BLAST-EXACT-MATCH;size=95	R3232-21_Insecta_Lepidoptera_Noctuidae_Bleptina_caradrinalis_BOLD_AAA2867_BLAST-EXACT-MATCH;size=72	90.2
R3847-65_Insecta_Lepidoptera_Crambidae_Scoparia_biplagialis_BOLD_AAA1518_BLAST-EXACT-MATCH;size=95	R1447-67_Insecta_Lepidoptera_Crambidae_Udea_abstrusa_BOLD_ACF1602_BLAST-EXACT-MATCH;size=40	90.2
R3847-65_Insecta_Lepidoptera_Crambidae_Scoparia_biplagialis_BOLD_AAA1518_BLAST-EXACT-MATCH;size=95	R3991-2_Insecta_Lepidoptera_Crambidae_Perispasta_caeculalis_BOLD_AAC0745_BLAST-EXACT-MATCH;size=78	89.9
R9716-14_Insecta_Lepidoptera_Geometridae_Enypia_venata_BOLD_AAA2071_BLAST-EXACT-MATCH;size=146	R7197-2_Insecta_Lepidoptera_Geometridae_Enypia_NA_BOLD_AAA6739_BLAST-EXACT-MATCH;size=494	95.2
R9716-14_Insecta_Lepidoptera_Geometridae_Enypia_venata_BOLD_AAA2071_BLAST-EXACT-MATCH;size=146	R1740-210_Insecta_Lepidoptera_Geometridae_Sicya_macularia_BOLD_AAA5208_BLAST-EXACT-MATCH;size=43	91.6
R9716-14_Insecta_Lepidoptera_Geometridae_Enypia_venata_BOLD_AAA2071_BLAST-EXACT-MATCH;size=146	R5393-2_Insecta_Lepidoptera_Geometridae_Sericosema_juturnaria_BOLD_AAB4422_BLAST-EXACT-MATCH;size=63	91.6
R9716-14_Insecta_Lepidoptera_Geometridae_Enypia_venata_BOLD_AAA2071_BLAST-EXACT-MATCH;size=146	R1205-209_Insecta_Lepidoptera_NA_NA_NA_BOLD_ABX0955_BLAST-CLOSE-MATCH;size=77	91.6
R9716-14_Insecta_Lepidoptera_Geometridae_Enypia_venata_BOLD_AAA2071_BLAST-EXACT-MATCH;size=146	R1951-22_Insecta_Lepidoptera_Geometridae_Hesperumia_sulphuraria_BOLD_AAA4627_BLAST-EXACT-MATCH;size=149	91.4
R9716-14_Insecta_Lepidoptera_Geometridae_Enypia_venata_BOLD_AAA2071_BLAST-EXACT-MATCH;size=146	R3933-63_Insecta_Lepidoptera_Geometridae_Hesperumia_NA_BOLD_AAA4629_BLAST-EXACT-MATCH;size=21	91.4
R9716-14_Insecta_Lepidoptera_Geometridae_Enypia_venata_BOLD_AAA2071_BLAST-EXACT-MATCH;size=146	R929-45_Insecta_Lepidoptera_Geometridae_Caripeta_NA_BOLD_AAA2638_BLAST-EXACT-MATCH;size=462	90.9
R9716-14_Insecta_Lepidoptera_Geometridae_Enypia_venata_BOLD_AAA2071_BLAST-EXACT-MATCH;size=146	R3760-2_Insecta_Lepidoptera_Geometridae_Melanolophia_imitata_BOLD_AAA4550_BLAST-EXACT-MATCH;size=387	90.9
R9716-14_Insecta_Lepidoptera_Geometridae_Enypia_venata_BOLD_AAA2071_BLAST-EXACT-MATCH;size=146	R1-4_Insecta_Lepidoptera_Geometridae_Lambdina_fiscellaria_BOLD_AAA5482_BLAST-EXACT-MATCH;size=9999	90.9
R9716-14_Insecta_Lepidoptera_Geometridae_Enypia_venata_BOLD_AAA2071_BLAST-EXACT-MATCH;size=146	R1979-2_Insecta_Lepidoptera_Geometridae_Nepytia_umbrosaria_BOLD_AAC8504_BLAST-EXACT-MATCH;size=1207	90.9
R1-19_Insecta_Odonata_Coenagrionidae_Enallagma_NA_BOLD_AAA2218_BLAST-EXACT-MATCH;size=4766	R1-100_Insecta_Odonata_Coenagrionidae_Ischnura_NA_BOLD_AAU8124_BLAST-EXACT-MATCH;size=23	85.9
R497-67_Insecta_Lepidoptera_Geometridae_Dysstroma_citrata_BOLD_AAA2089_BLAST-EXACT-MATCH;size=260	R3971-59_Insecta_Lepidoptera_Geometridae_Dysstroma_NA_BOLD_AAC1187_BLAST-CLOSE-MATCH;size=535	93.8
R497-67_Insecta_Lepidoptera_Geometridae_Dysstroma_citrata_BOLD_AAA2089_BLAST-EXACT-MATCH;size=260	R1756-134_Insecta_Lepidoptera_Geometridae_Xanthorhoe_defensaria_BOLD_AAA5319_BLAST-EXACT-MATCH;size=7	90.4
R497-67_Insecta_Lepidoptera_Geometridae_Dysstroma_citrata_BOLD_AAA2089_BLAST-EXACT-MATCH;size=260	R1028-308_Insecta_Lepidoptera_Geometridae_Epirrhoe_alternata_BOLD_AAA3371_BLAST-EXACT-MATCH;size=69	89.2
R497-67_Insecta_Lepidoptera_Geometridae_Dysstroma_citrata_BOLD_AAA2089_BLAST-EXACT-MATCH;size=260	R7197-2_Insecta_Lepidoptera_Geometridae_Enypia_NA_BOLD_AAA6739_BLAST-EXACT-MATCH;size=494	89.2
R497-67_Insecta_Lepidoptera_Geometridae_Dysstroma_citrata_BOLD_AAA2089_BLAST-EXACT-MATCH;size=260	R6413-12_Insecta_Lepidoptera_Geometridae_Euphyia_multiferata_BOLD_AAB2693_BLAST-EXACT-MATCH;size=48	89.2
R497-67_Insecta_Lepidoptera_Geometridae_Dysstroma_citrata_BOLD_AAA2089_BLAST-EXACT-MATCH;size=260	R1178-67_Insecta_Lepidoptera_Geometridae_Zenophleps_NA_BOLD_AAB2735_BLAST-EXACT-MATCH;size=138	89.0
R497-67_Insecta_Lepidoptera_Geometridae_Dysstroma_citrata_BOLD_AAA2089_BLAST-EXACT-MATCH;size=260	R468-102_Insecta_Lepidoptera_Geometridae_Eustroma_fasciata_BOLD_ABX6172_BLAST-EXACT-MATCH;size=161	89.0
R497-67_Insecta_Lepidoptera_Geometridae_Dysstroma_citrata_BOLD_AAA2089_BLAST-EXACT-MATCH;size=260	R5411-25_Insecta_Lepidoptera_NA_NA_NA_BOLD_ACE5079_BLAST-EXACT-MATCH;size=242	89.0
R497-67_Insecta_Lepidoptera_Geometridae_Dysstroma_citrata_BOLD_AAA2089_BLAST-EXACT-MATCH;size=260	R1740-210_Insecta_Lepidoptera_Geometridae_Sicya_macularia_BOLD_AAA5208_BLAST-EXACT-MATCH;size=43	88.7
R497-67_Insecta_Lepidoptera_Geometridae_Dysstroma_citrata_BOLD_AAA2089_BLAST-EXACT-MATCH;size=260	R3301-82_Insecta_Lepidoptera_Geometridae_Pero_NA_BOLD_AAA5527_BLAST-EXACT-MATCH;size=1971	88.7
R3519-3_Insecta_Lepidoptera_Geometridae_Campaea_perlata_BOLD_AAA2078_BLAST-EXACT-MATCH;size=2404	R1445-138_Insecta_Lepidoptera_Geometridae_Eupithecia_NA_BOLD_AAB3437_BLAST-CLOSE-MATCH;size=1	91.4
R3519-3_Insecta_Lepidoptera_Geometridae_Campaea_perlata_BOLD_AAA2078_BLAST-EXACT-MATCH;size=2404	R5393-2_Insecta_Lepidoptera_Geometridae_Sericosema_juturnaria_BOLD_AAB4422_BLAST-EXACT-MATCH;size=63	91.4
R3519-3_Insecta_Lepidoptera_Geometridae_Campaea_perlata_BOLD_AAA2078_BLAST-EXACT-MATCH;size=2404	R1205-209_Insecta_Lepidoptera_NA_NA_NA_BOLD_ABX0955_BLAST-CLOSE-MATCH;size=77	91.4
R3519-3_Insecta_Lepidoptera_Geometridae_Campaea_perlata_BOLD_AAA2078_BLAST-EXACT-MATCH;size=2404	R1951-22_Insecta_Lepidoptera_Geometridae_Hesperumia_sulphuraria_BOLD_AAA4627_BLAST-EXACT-MATCH;size=149	91.1
R3519-3_Insecta_Lepidoptera_Geometridae_Campaea_perlata_BOLD_AAA2078_BLAST-EXACT-MATCH;size=2404	R3609-21_Insecta_Lepidoptera_Geometridae_Sericosema_wilsonensis_BOLD_AAD0774_BLAST-EXACT-MATCH;size=22	90.9
R3519-3_Insecta_Lepidoptera_Geometridae_Campaea_perlata_BOLD_AAA2078_BLAST-EXACT-MATCH;size=2404	R4612-18_Insecta_Lepidoptera_NA_NA_NA_BOLD_ACG8924_BLAST-CLOSE-MATCH;size=439	90.9
R3519-3_Insecta_Lepidoptera_Geometridae_Campaea_perlata_BOLD_AAA2078_BLAST-EXACT-MATCH;size=2404	R700-198_Insecta_Lepidoptera_Geometridae_Stenoporpia_pulmonaria_BOLD_AAB2388_BLAST-EXACT-MATCH;size=65	90.4
R3519-3_Insecta_Lepidoptera_Geometridae_Campaea_perlata_BOLD_AAA2078_BLAST-EXACT-MATCH;size=2404	R3760-2_Insecta_Lepidoptera_Geometridae_Melanolophia_imitata_BOLD_AAA4550_BLAST-EXACT-MATCH;size=387	89.9
R3519-3_Insecta_Lepidoptera_Geometridae_Campaea_perlata_BOLD_AAA2078_BLAST-EXACT-MATCH;size=2404	R2011-148_Insecta_Lepidoptera_Geometridae_Alcis_porcelaria_BOLD_AAA2077_BLAST-EXACT-MATCH;size=18	89.7
R3519-3_Insecta_Lepidoptera_Geometridae_Campaea_perlata_BOLD_AAA2078_BLAST-EXACT-MATCH;size=2404	R929-45_Insecta_Lepidoptera_Geometridae_Caripeta_NA_BOLD_AAA2638_BLAST-EXACT-MATCH;size=462	89.7
R10690-6_Insecta_Hymenoptera_Formicidae_Camponotus_herculeanus_BOLD_AAA2372_BLAST-EXACT-MATCH;size=20	R7357-2_Insecta_Hymenoptera_Formicidae_Camponotus_modoc_BOLD_AAC9538_BLAST-EXACT-MATCH;size=846	92.1
R10690-6_Insecta_Hymenoptera_Formicidae_Camponotus_herculeanus_BOLD_AAA2372_BLAST-EXACT-MATCH;size=20	R5934-20_Insecta_Hymenoptera_Formicidae_Polyrhachis_laevigata_BOLD_AAI6520_BLAST-EXACT-MATCH;size=305	91.1
R10690-6_Insecta_Hymenoptera_Formicidae_Camponotus_herculeanus_BOLD_AAA2372_BLAST-EXACT-MATCH;size=20	R5069-66_Insecta_Hymenoptera_Formicidae_Camponotus_vicinus_BOLD_AAC9519_BLAST-EXACT-MATCH;size=53	85.6
R10690-6_Insecta_Hymenoptera_Formicidae_Camponotus_herculeanus_BOLD_AAA2372_BLAST-EXACT-MATCH;size=20	R4298-83_Insecta_Hymenoptera_Formicidae_Camponotus_NA_BOLD_ACU6063_BLAST-EXACT-MATCH;size=3	85.6
R10690-6_Insecta_Hymenoptera_Formicidae_Camponotus_herculeanus_BOLD_AAA2372_BLAST-EXACT-MATCH;size=20	R7160-42_Insecta_Hymenoptera_Formicidae_Camponotus_NA_BOLD_ACU6885_BLAST-EXACT-MATCH;size=20	84.7
R7043-2_Insecta_Hymenoptera_Apidae_Apis_NA_BOLD_AAA2326_BLAST-CLOSE-MATCH;size=2643	R1344-99_Insecta_Hymenoptera_Apidae_Bombus_NA_BOLD_AAB1091_BLAST-EXACT-MATCH;size=25	85.1
R7043-2_Insecta_Hymenoptera_Apidae_Apis_NA_BOLD_AAA2326_BLAST-CLOSE-MATCH;size=2643	R3500-3_Insecta_Hymenoptera_Apidae_Bombus_sitkensis_BOLD_ACU8557_BLAST-EXACT-MATCH;size=1191	84.9
R3751-65_Insecta_Lepidoptera_Nymphalidae_Limenitis_NA_BOLD_AAA2085_BLAST-CLOSE-MATCH;size=276	R1539-22_Insecta_Lepidoptera_Noctuidae_Lacinipolia_cuneata_BOLD_AAB1084_BLAST-EXACT-MATCH;size=116	89.9
R3751-65_Insecta_Lepidoptera_Nymphalidae_Limenitis_NA_BOLD_AAA2085_BLAST-CLOSE-MATCH;size=276	R963-102_Insecta_Lepidoptera_Lycaenidae_Thecla_johnsoni_BOLD_AAD6998_BLAST-EXACT-MATCH;size=58	89.4
R3751-65_Insecta_Lepidoptera_Nymphalidae_Limenitis_NA_BOLD_AAA2085_BLAST-CLOSE-MATCH;size=276	R1-316_Insecta_Lepidoptera_Tortricidae_Clepsis_penetralis_BOLD_AAA5258_BLAST-EXACT-MATCH;size=25	89.2
