"otu","var.abs","varx.abs","value.abs","var.pos","varx.pos","value.pos"
"R1693.110__Insecta_Lepidoptera_Gelechiidae_Neotelphusa_NA_BOLD_AAA6353_size.103","be30",6,0.0931985997928157,"be30",6,0.0931985997928157
"R1733.25__Insecta_Hymenoptera_Ichneumonidae_NA_NA_BOLD_ACF5187_size.90","be30",6,0.0450588398824498,"be30",6,0.0450588398824498
"R1739.2__Insecta_Coleoptera_Elateridae_Gamepenthes_NA_BOLD_ACI5218_size.1948","lg_DistRoad",25,0.0451512072039984,"lg_DistRoad",25,0.0451512072039984
"R1778.25__Insecta_Coleoptera_Cerambycidae_Pidonia_scripta_BOLD_AAD6095_size.71","be30",6,0.0507104302940701,"be30",6,0.0507104302940701
"R1891.25__Insecta_Hymenoptera_Apidae_Bombus_sitkensis_BOLD_AAI4757_size.45","be30",6,0.0391605241974273,"be30",6,0.0391605241974273
"R1904.2__Insecta_Hymenoptera_Ichneumonidae_NA_NA_BOLD_ACE8616_size.791","slope30",7,0.0359865557201475,"slope30",7,0.0359865557201475
"R1912.205__Insecta_Neuroptera_Hemerobiidae_Hemerobius_NA_BOLD_ACZ4269_size.13","be30",6,0.0502670735661004,"be30",6,0.0502670735661004
"R1952.2__Insecta_Lepidoptera_Geometridae_Plagodis_pulveraria_BOLD_AAA6013_size.2395","be30",6,0.0484191928976423,"be30",6,0.0484191928976423
"R2002.2__Arachnida_Araneae_Gnaphosidae_Orodrassus_canadensis_BOLD_ACD2419_size.31","be30",6,0.0383741980623968,"be30",6,0.0383741980623968
"R2132.10__Insecta_Coleoptera_NA_NA_NA_BOLD_ADC1012_size.170","be30",6,0.0616345164500687,"be30",6,0.0616345164500687
"R2197.71__Insecta_Diptera_Sciaridae_Bradysia_placida_BOLD_ACR4350_size.42","slope30",7,0.0339158433402615,"slope30",7,0.0339158433402615
"R2339.2__Insecta_Diptera_Tabanidae_Chrysops_NA_BOLD_AAP7670_size.2174","slope30",7,0.0529837235913892,"slope30",7,0.0529837235913892
"R2352__Insecta_Hemiptera_Aphididae_Cinara_splendens_BOLD_AAL7025_size.391","be30",6,0.0498738068550756,"be30",6,0.0498738068550756
"R2420__Insecta_Hymenoptera_Vespidae_Dolichovespula_maculata_BOLD_AAB6388_size.239475","be30",6,0.0475858258384464,"be30",6,0.0475858258384464
"R2457.69__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACB9005_size.14","be30",6,0.0266842068679399,"be30",6,0.0266842068679399
"R2460.5__Insecta_Diptera_Muscidae_Helina_evecta_BOLD_AAC2498_size.2189","be30",6,0.0485934438879685,"be30",6,0.0485934438879685
"R2500.5__Insecta_Hymenoptera_Formicidae_Lasius_NA_BOLD_AAE1550_size.1938","slope30",7,0.0338744548345633,"slope30",7,0.0338744548345633
"R2583.137__Insecta_Lepidoptera_Argyresthiidae_Argyresthia_NA_BOLD_AAF5253_size.15","be30",6,0.0355708585108127,"be30",6,0.0355708585108127
"R2585.64__Insecta_Psocodea_Psocidae_Loensia_NA_BOLD_ACC5693_size.613","be30",6,0.0269501999902175,"be30",6,0.0269501999902175
"R2694.5__Insecta_Coleoptera_Cerambycidae_Stenostrophia_NA_BOLD_ABW6219_size.1211","lg_DistRoad",25,0.0374957776322966,"lg_DistRoad",25,0.0374957776322966
"R2775.3__Insecta_Hymenoptera_Ichneumonidae_NA_NA_BOLD_ACI9191_size.2219","be30",6,0.0505118876419712,"be30",6,0.0505118876419712
"R2833.3__Insecta_Hymenoptera_Ichneumonidae_NA_NA_BOLD_ACG4506_size.666","be30",6,0.0457849193242341,"be30",6,0.0457849193242341
"R2850.3__Insecta_Hymenoptera_Ichneumonidae_NA_NA_BOLD_ACT8296_size.525","be30",6,0.0275819412657757,"be30",6,0.0275819412657757
"R2925.21__Insecta_Diptera_NA_NA_NA_BOLD_AAZ4857_size.126","be30",6,0.0623743487908076,"be30",6,0.0623743487908076
"R2934.4__Arachnida_Opiliones_Phalangiidae_Leptobunus_NA_BOLD_ACI7739_size.4161","slope30",7,0.0579456113248436,"slope30",7,0.0579456113248436
"R2962.90__Insecta_Hemiptera_Miridae_Phytocoris_NA_BOLD_AAG8886_size.20","be30",6,0.0355665878897512,"be30",6,0.0355665878897512
"R2987.3__Insecta_Coleoptera_Cerambycidae_Lepturopsis_dolorosa_BOLD_AAJ1376_size.5036","slope30",7,0.0347808951442837,"slope30",7,0.0347808951442837
"R3027.4__Insecta_Lepidoptera_Gelechiidae_Bryotropha_NA_BOLD_AAC5850_size.177","slope30",7,0.0342312995675588,"slope30",7,0.0342312995675588
"R3062.20__Insecta_Diptera_Mycetophilidae_Cordyla_NA_BOLD_ABW9771_size.1183","be30",6,0.0335547231537626,"be30",6,0.0335547231537626
"R3124.48__Insecta_Diptera_Tabanidae_Hybomitra_NA_BOLD_ACG6460_size.1312","be30",6,0.0534695177763446,"be30",6,0.0534695177763446
"R3129.67__Insecta_Diptera_Chloropidae_Dasyopa_NA_BOLD_ADI1308_size.55","be30",6,0.0466037921805977,"be30",6,0.0466037921805977
"R3179.5__Insecta_Lepidoptera_Tineidae_NA_NA_BOLD_ADC2083_size.698","be30",6,0.0721601106864362,"be30",6,0.0721601106864362
"R3201.2__Insecta_Diptera_Keroplatidae_NA_NA_BOLD_ACX2568_size.1537","be30",6,0.0663764693686107,"be30",6,0.0663764693686107
"R3258.88__Insecta_Hemiptera_Aphididae_Essigella_wilsoni_BOLD_ACC4249_size.13","be30",6,0.0636219070884666,"be30",6,0.0636219070884666
"R3301.82__Insecta_Lepidoptera_Geometridae_Pero_NA_BOLD_AAA5527_size.1971","Ess30",9,0.0301099219378631,"Ess30",9,0.0301099219378631
"R3462.2__Insecta_Hymenoptera_Vespidae_Dolichovespula_norvegicoides_BOLD_AAB9565_size.30305","lg_DistRoad",25,0.0335332127779756,"lg_DistRoad",25,0.0335332127779756
"R3500.3__Insecta_Hymenoptera_Apidae_Bombus_sitkensis_BOLD_ACU8557_size.1191","be30",6,0.0310259367463467,"be30",6,0.0310259367463467
"R3540.4__Insecta_Lepidoptera_Geometridae_Ceratodalia_gueneata_BOLD_AAA5705_size.21947","be30",6,0.0517211996760976,"be30",6,0.0517211996760976
"R3651.2__Insecta_Diptera_Syrphidae_Melanostoma_mellinum_BOLD_AAB2866_size.493","be30",6,0.0405810003455804,"be30",6,0.0405810003455804
"R3738.2__Insecta_Hemiptera_Achilidae_Synecdoche_nemoralis_BOLD_AAV0215_size.668","be30",6,0.0387181642078032,"be30",6,0.0387181642078032
"R3760.2__Insecta_Lepidoptera_Geometridae_Melanolophia_imitata_BOLD_AAA4550_size.387","be30",6,0.0370804675302146,"be30",6,0.0370804675302146
"R3812.3__Insecta_Lepidoptera_Geometridae_Ultralcis_latipennis_BOLD_AAC8430_size.460","Ess30",9,0.0302049467192536,"Ess30",9,0.0302049467192536
"R3819.2__Insecta_Lepidoptera_Tortricidae_Orthotaenia_undulana_BOLD_AAB4022_size.133","be30",6,0.0455227315356021,"be30",6,0.0455227315356021
"R3842.2__Insecta_Hymenoptera_Vespidae_Eumenes_consobrinus_BOLD_AAG9053_size.3920","slope30",7,0.0498702398265824,"slope30",7,0.0498702398265824
"R3851.4__Insecta_Hymenoptera_Scelionidae_Telenomus_NA_BOLD_ACX1641_size.80","Ess30",9,0.0300868136567638,"Ess30",9,0.0300868136567638
"R3862.4__Insecta_Hymenoptera_Pompilidae_Aporus_NA_BOLD_ACQ4467_size.768","be30",6,0.0411236758294963,"be30",6,0.0411236758294963
"R3869.44__Insecta_Hymenoptera_Ichneumonidae_NA_NA_BOLD_ABY7035_size.576","slope30",7,0.0574069904682239,"slope30",7,0.0574069904682239
"R3899.2__Insecta_Coleoptera_Coccinellidae_Cycloneda_polita_BOLD_ACA6292_size.978","be30",6,0.0668098916395637,"be30",6,0.0668098916395637
"R3928.2__Insecta_Diptera_Keroplatidae_NA_NA_BOLD_ACU5785_size.389","be30",6,0.0632988773869059,"be30",6,0.0632988773869059
"R3962.3__Insecta_Coleoptera_Cleridae_Enoclerus_NA_BOLD_AAG5716_size.257","nbr_stdDev_r100",16,0.0549079139970878,"nbr_stdDev_r100",16,0.0549079139970878
"R3973.21__Insecta_Diptera_Mycetophilidae_Cordyla_NA_BOLD_ACB6454_size.24","slope30",7,0.0310948800119949,"slope30",7,0.0310948800119949
"R4008.2__Insecta_Psocodea_Amphipsocidae_Polypsocus_corruptus_BOLD_AAM8933_size.41","be30",6,0.0434057615900512,"be30",6,0.0434057615900512
"R4045.2__Insecta_Lepidoptera_Blastobasidae_Blastobasis_glandulella_BOLD_AAG8588_size.365","be30",6,0.0663264135994449,"be30",6,0.0663264135994449
"R4065.4__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ADC1777_size.80","lg_DistRoad",25,0.0390877140462261,"lg_DistRoad",25,0.0390877140462261
"R4069.6__Insecta_Diptera_Rhagionidae_NA_NA_BOLD_ACX1094_size.14821","be30",6,0.121462052443283,"be30",6,0.121462052443283
"R4086.4__Insecta_Diptera_Sciaridae_Hyperlasion_wasmanni_BOLD_ACX4194_size.392","be30",6,0.0467059201610569,"be30",6,0.0467059201610569
"R4091.6__Insecta_Diptera_Asilidae_Nevadasilus_NA_BOLD_AAH2298_size.3235","slope30",7,0.0347733858103656,"slope30",7,0.0347733858103656
"R4099.21__Arachnida_Araneae_Philodromidae_Philodromus_oneida_BOLD_AAN9004_size.80","LC08_045029_20180726_B5",23,0.0234212501942847,"LC08_045029_20180726_B5",23,0.0234212501942847
"R4118.30__Insecta_Lepidoptera_Crambidae_Eudonia_NA_BOLD_AAD2838_size.1487","tpi250",11,0.0364326460670219,"tpi250",11,0.0364326460670219
"R4122.6__Insecta_Orthoptera_Rhaphidophoridae_Pristoceuthophilus_cercalis_BOLD_AAG2718_size.7140","be30",6,0.0339526925297384,"be30",6,0.0339526925297384
"R4148.86__Insecta_Coleoptera_Throscidae_Aulonothroscus_NA_BOLD_AAU7339_size.6","be30",6,0.0256592988811382,"be30",6,0.0256592988811382
"R4211.4__Insecta_Coleoptera_Elateridae_Hemicrepidius_NA_BOLD_ACG6952_size.3888","be30",6,0.0466559139704232,"be30",6,0.0466559139704232
"R4213.5__Insecta_Coleoptera_Cerambycidae_Necydalis_laevicollis_BOLD_ACT4277_size.998","be30",6,0.0319704705037898,"be30",6,0.0319704705037898
"R4278.5__Insecta_Raphidioptera_Raphidiidae_Agulla_NA_BOLD_ACA6997_size.2491","be30",6,0.0620795097660938,"be30",6,0.0620795097660938
"R4306.8__Insecta_Diptera_Keroplatidae_NA_NA_BOLD_ACV7181_size.65","be30",6,0.049319776240515,"be30",6,0.049319776240515
"R4314.8__Insecta_Diptera_Chironomidae_NA_NA_BOLD_ACB9301_size.860","be30",6,0.0581802682229593,"be30",6,0.0581802682229593
"R4391__Insecta_Diptera_Mycetophilidae_Syntemna_NA_BOLD_ACN8370_size.116","be30",6,0.0531015781903065,"be30",6,0.0531015781903065
"R4409__Insecta_Diptera_Keroplatidae_NA_NA_BOLD_ACJ0826_size.2301","LC08_045029_20180726_B5",23,0.0811464918761841,"LC08_045029_20180726_B5",23,0.0811464918761841
"R4439.18__Insecta_Lepidoptera_Blastobasidae_Hypatopa_simplicella_BOLD_AAB9632_size.414","be30",6,0.0648559214131687,"be30",6,0.0648559214131687
"R4490.39__Insecta_Psocodea_NA_NA_NA_BOLD_ACD8202_size.350","be30",6,0.0501446771735938,"be30",6,0.0501446771735938
"R4490.7__Insecta_Coleoptera_Elateridae_Pseudanostirus_propolus_BOLD_ACG1380_size.65","be30",6,0.0375932845930194,"be30",6,0.0375932845930194
"R4527.20__Insecta_Coleoptera_Cleridae_Enoclerus_NA_BOLD_ACI7539_size.962","be30",6,0.053137392837736,"be30",6,0.053137392837736
"R4590.7__Insecta_Lepidoptera_Ypsolophidae_Ypsolopha_rubrella_BOLD_AAF5804_size.376","be30",6,0.0351725247399014,"be30",6,0.0351725247399014
"R4633.2__Insecta_Lepidoptera_Geometridae_Scopula_quinquelinearia_BOLD_ACF4078_size.286","cut_r250",3,0.0358015886373371,"cut_r250",3,0.0358015886373371
"R4748.5__Insecta_Lepidoptera_Tortricidae_Acleris_curvalana_BOLD_AAB0267_size.583","be30",6,0.0875141247130184,"be30",6,0.0875141247130184
"R475__Insecta_Diptera_Tipulidae_NA_NA_BOLD_ACY1009_size.1047","be30",6,0.0375503904583188,"be30",6,0.0375503904583188
"R4774.5__Insecta_Coleoptera_Elateridae_Hemicrepidius_NA_BOLD_ACJ3091_size.314","be30",6,0.0573843530075764,"be30",6,0.0573843530075764
"R4798.30__Insecta_Coleoptera_Lampyridae_Phausis_NA_BOLD_ACC3124_size.132","lg_DistRoad",25,0.0666591143029222,"lg_DistRoad",25,0.0666591143029222
"R4800.7__Insecta_Lepidoptera_Tineidae_Morophagoides_burkerella_BOLD_AAD9378_size.837","slope30",7,0.0269691504083119,"slope30",7,0.0269691504083119
"R4865.39__Arachnida_Araneae_Philodromidae_Philodromus_rufus_BOLD_AAB2769_size.37","LC08_045029_20180726_B5",23,0.0197649508039675,"LC08_045029_20180726_B5",23,0.0197649508039675
"R4915.24__Insecta_Coleoptera_NA_NA_NA_BOLD_ACI6600_size.282","be30",6,0.0228056018033838,"be30",6,0.0228056018033838
"R4933.20__Insecta_Hymenoptera_Ichneumonidae_Helcostizus_NA_BOLD_ACI8855_size.24","slope30",7,0.0170572641272264,"slope30",7,0.0170572641272264
"R4943.5__Insecta_Coleoptera_Scraptiidae_Anaspis_rufa_BOLD_AAP7041_size.1929","be30",6,0.0486640546402164,"be30",6,0.0486640546402164
"R4954.8__Insecta_Hymenoptera_Diprionidae_Neodiprion_NA_BOLD_ACJ5807_size.432","be30",6,0.0423205824085622,"be30",6,0.0423205824085622
"R4982.7__Insecta_Diptera_Syrphidae_Chrysotoxum_NA_BOLD_AAA7273_size.3709","be30",6,0.0548475208172588,"be30",6,0.0548475208172588
"R5007.18__Insecta_Diptera_Limoniidae_NA_NA_BOLD_AAV1806_size.331","be30",6,0.0499207596589545,"be30",6,0.0499207596589545
"R5032.18__Insecta_Diptera_Chironomidae_NA_NA_BOLD_AAP8994_size.83","be30",6,0.0741891970452013,"be30",6,0.0741891970452013
"R5034.12__Insecta_Coleoptera_Elateridae_Athous_sierrae_BOLD_AAP7790_size.808","be30",6,0.0444255636800331,"be30",6,0.0444255636800331
"R5061__Insecta_Diptera_Sciaridae_Bradysia_browni_BOLD_ACD0175_size.1916","be30",6,0.066719206544356,"be30",6,0.066719206544356
"R5069.66__Insecta_Hymenoptera_Formicidae_Camponotus_vicinus_BOLD_AAC9519_size.53","slope30",7,0.0397847956424544,"slope30",7,0.0397847956424544
"R5073.9__Insecta_Lepidoptera_Oecophoridae_Denisia_haydenella_BOLD_AAD4867_size.227","be30",6,0.0766949757119905,"be30",6,0.0766949757119905
"R5088.20__Insecta_Hymenoptera_Ichneumonidae_Aplomerus_NA_BOLD_ACB1489_size.202","slope30",7,0.0219487211775515,"slope30",7,0.0219487211775515
"R5100.2__Insecta_Diptera_Syrphidae_Eupeodes_NA_BOLD_AAB2384_size.717","slope30",7,0.0658165311110216,"slope30",7,0.0658165311110216
"R5132.18__Insecta_Hymenoptera_Braconidae_Dinotrema_NA_BOLD_ABX5161_size.8","be30",6,0.0284331342976536,"be30",6,0.0284331342976536
"R5147__Insecta_Diptera_Mycetophilidae_Mycomya_NA_BOLD_ACC0280_size.35","be30",6,0.0535175719961727,"be30",6,0.0535175719961727
"R5249.37__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACB9287_size.71","be30",6,0.0540655194008102,"be30",6,0.0540655194008102
"R5293__Insecta_Hymenoptera_Ichneumonidae_NA_NA_BOLD_ACB1534_size.1410","be30",6,0.0448350737271216,"be30",6,0.0448350737271216
"R5369.9__Insecta_Coleoptera_Ampedidae_Ampedus_phoenicopterus_BOLD_ACA3174_size.317","lg_DistRoad",25,0.0494517931562181,"lg_DistRoad",25,0.0494517931562181
"R5374__Insecta_Hymenoptera_Ichneumonidae_NA_NA_BOLD_ACE5353_size.1485","be30",6,0.0403710834464064,"be30",6,0.0403710834464064
"R5403__Insecta_Hymenoptera_Ichneumonidae_NA_NA_BOLD_ACT6419_size.291","be30",6,0.0544045162917699,"be30",6,0.0544045162917699
"R5415.8__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACC1724_size.183","be30",6,0.0621685677208093,"be30",6,0.0621685677208093
"R5443.9__Insecta_Lepidoptera_Gelechiidae_Coleotechnites_piceaella_BOLD_AAA5953_size.126","slope30",7,0.0369516406655364,"slope30",7,0.0369516406655364
"R5478.25__Insecta_Coleoptera_Cerambycidae_Pidonia_quadrata_BOLD_AAD4910_size.62","slope30",7,0.0370700356751234,"slope30",7,0.0370700356751234
"R5480.10__Insecta_Diptera_Sciaridae_Cratyna_NA_BOLD_ACG6762_size.64","be30",6,0.0620128075439936,"be30",6,0.0620128075439936
"R5487__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACB9264_size.260","lg_DistRoad",25,0.0610066149055428,"lg_DistRoad",25,0.0610066149055428
"R5499__Insecta_Hymenoptera_Ichneumonidae_NA_NA_BOLD_AAU8873_size.147","l_rumple",14,0.0377150450022997,"l_rumple",14,0.0377150450022997
"R5506.16__Insecta_Diptera_Phoridae_Megaselia_NA_BOLD_ACT8182_size.18","be30",6,0.0247226937424532,"be30",6,0.0247226937424532
"R5508.8__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_AAM6113_size.700","be30",6,0.0553119865080066,"be30",6,0.0553119865080066
"R5519.10__Insecta_Coleoptera_NA_NA_NA_BOLD_AAL8070_size.32","be30",6,0.0201395975900689,"be30",6,0.0201395975900689
"R5526.10__Insecta_Coleoptera_NA_NA_NA_BOLD_ACI9871_size.503","lg_DistRoad",25,0.0342459437455359,"lg_DistRoad",25,0.0342459437455359
"R5527__Insecta_Diptera_Tabanidae_Hybomitra_NA_BOLD_AAB1544_size.20881","be30",6,0.0382599207739861,"be30",6,0.0382599207739861
"R5549.3__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACB8810_size.194","be30",6,0.0569828074915084,"be30",6,0.0569828074915084
"R5559.3__Insecta_Coleoptera_Scraptiidae_Anaspis_NA_BOLD_AAP7056_size.440","be30",6,0.0363270053189357,"be30",6,0.0363270053189357
"R5612.3__Insecta_Psocodea_Caeciliusidae_Valenzuela_NA_BOLD_AAP4630_size.1398","lg_DistRoad",25,0.0439825296613473,"lg_DistRoad",25,0.0439825296613473
"R5669.21__Insecta_Hemiptera_NA_NA_NA_BOLD_AAZ3083_size.108","be30",6,0.0707869568056245,"be30",6,0.0707869568056245
"R5701.3__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_AAU9541_size.8","be30",6,0.0422973459308393,"be30",6,0.0422973459308393
"R5713.14__Insecta_Diptera_Syrphidae_Parasyrphus_relictus_BOLD_AAL3233_size.1357","be30",6,0.0870136972096819,"be30",6,0.0870136972096819
"R5718.21__Insecta_Lepidoptera_Blastobasidae_Hypatopa_NA_BOLD_ABW8333_size.187","be30",6,0.048095228113695,"be30",6,0.048095228113695
"R5735.7__Insecta_Diptera_Empididae_Rhamphomyia_NA_BOLD_AAP2862_size.125","slope30",7,0.0384440760225231,"slope30",7,0.0384440760225231
"R5765.3__Insecta_Coleoptera_NA_NA_NA_BOLD_AAP7198_size.122","lg_cover2m_4m",27,0.046822856802152,"lg_cover2m_4m",27,0.046822856802152
"R5800.32__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACT5330_size.34","be30",6,0.0508889166333651,"be30",6,0.0508889166333651
"R5808.20__Insecta_Neuroptera_Hemerobiidae_Hemerobius_stigma_BOLD_AAG0891_size.166","be30",6,0.0457302141074237,"be30",6,0.0457302141074237
"R5811.2__Insecta_Raphidioptera_Raphidiidae_Agulla_unicolor_BOLD_ACA6995_size.789","Ess30",9,0.0501112113553182,"Ess30",9,0.0501112113553182
"R5861.2__Insecta_Diptera_Keroplatidae_NA_NA_BOLD_AAP9077_size.407","be30",6,0.0330050053156113,"be30",6,0.0330050053156113
"R5909.2__Insecta_Diptera_Phoridae_Megaselia_NA_BOLD_ACU6891_size.195","be30",6,0.0450581548636716,"be30",6,0.0450581548636716
"R5928.2__Insecta_Lepidoptera_Copromorphidae_Ellabella_editha_BOLD_ABX3483_size.558","slope30",7,0.0515493657164698,"slope30",7,0.0515493657164698
"R5947.2__Insecta_Hymenoptera_Ichneumonidae_Mesoleptus_NA_BOLD_ACB1703_size.358","lg_DistRoad",25,0.0223140215306722,"lg_DistRoad",25,0.0223140215306722
"R5991__Insecta_Coleoptera_Elateridae_Dolerosomus_NA_BOLD_ACI5951_size.121","be30",6,0.0727811818107694,"be30",6,0.0727811818107694
"R6022.20__Insecta_Diptera_Keroplatidae_NA_NA_BOLD_ACI9068_size.585","slope30",7,0.0378485288399344,"slope30",7,0.0378485288399344
"R6049__Insecta_Hymenoptera_Ichneumonidae_NA_NA_BOLD_ACV5010_size.332","slope30",7,0.027831240629587,"slope30",7,0.027831240629587
"R6058.2__Insecta_Diptera_Muscidae_Helina_NA_BOLD_ACE8833_size.6591","be30",6,0.0307784904123611,"be30",6,0.0307784904123611
"R6072.2__Insecta_Lepidoptera_Blastobasidae_Pigritia_fidella_BOLD_AAD3758_size.40","slope30",7,0.0506547595606311,"slope30",7,0.0506547595606311
"R608__Insecta_Hymenoptera_Vespidae_Dolichovespula_arenaria_BOLD_AAC0675_size.92920","LC08_045029_20180726_B5",23,0.0408931217604209,"LC08_045029_20180726_B5",23,0.0408931217604209
"R6080__Insecta_Diptera_Keroplatidae_NA_NA_BOLD_AAP9078_size.662","be30",6,0.0653387678838902,"be30",6,0.0653387678838902
"R6085.4__Insecta_Diptera_Mycetophilidae_NA_NA_BOLD_ACS9352_size.1529","slope30",7,0.0387934719765139,"slope30",7,0.0387934719765139
"R6090__Insecta_Hymenoptera_Vespidae_Vespula_alascensis_BOLD_AAE3820_size.53814","be30",6,0.0349035816215392,"be30",6,0.0349035816215392
"R6127.9__Arachnida_Araneae_Linyphiidae_Neriene_litigiosa_BOLD_AAX6329_size.723","slope30",7,0.0294113818114449,"slope30",7,0.0294113818114449
"R6164.2__Insecta_Hymenoptera_Formicidae_Formica_NA_BOLD_AAA4975_size.339","be30",6,0.0399589369712578,"be30",6,0.0399589369712578
"R6191__Insecta_Diptera_Muscidae_Phaonia_NA_BOLD_ACI3443_size.232652","be30",6,0.0699124818492497,"be30",6,0.0699124818492497
"R6236.2__Insecta_Hymenoptera_Apidae_Bombus_flavifrons_BOLD_ACE3465_size.2066","slope30",7,0.0391715395378664,"slope30",7,0.0391715395378664
"R6287.12__Insecta_Plecoptera_Nemouridae_Malenka_NA_BOLD_ACD4370_size.226","be30",6,0.0341462631266447,"be30",6,0.0341462631266447
"R6623.2__Insecta_Neuroptera_Hemerobiidae_Hemerobius_discretus_BOLD_ABZ0149_size.2910","slope30",7,0.0428553043998801,"slope30",7,0.0428553043998801
"R6630.2__Insecta_Psocodea_Dasydemellidae_Teliapsocus_conterminus_BOLD_AAP4627_size.5126","lg_DistRoad",25,0.0625086702916702,"lg_DistRoad",25,0.0625086702916702
"R6736.9__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACX4695_size.39","LC08_045029_20180726_B5",23,0.0797517193135591,"LC08_045029_20180726_B5",23,0.0797517193135591
"R678.72__Insecta_Diptera_Phoridae_Megaselia_NA_BOLD_ACC9948_size.72","be30",6,0.0456659311841451,"be30",6,0.0456659311841451
"R6902.43__Insecta_Hemiptera_Miridae_Psallovius_piceicola_BOLD_AAZ1683_size.38","lg_DistRoad",25,0.0439286856072357,"lg_DistRoad",25,0.0439286856072357
"R7197.2__Insecta_Lepidoptera_Geometridae_Enypia_NA_BOLD_AAA6739_size.494","be30",6,0.0410061395888224,"be30",6,0.0410061395888224
"R7219.2__Insecta_Coleoptera_Elateridae_Athous_scissus_BOLD_ACX0632_size.2217","be30",6,0.0558240321644745,"be30",6,0.0558240321644745
"R7291.28__Insecta_Neuroptera_Chrysopidae_Chrysoperla_NA_BOLD_AAB0373_size.15","lg_DistRoad",25,0.0157352222603141,"lg_DistRoad",25,0.0157352222603141
"R7311.2__Insecta_Coleoptera_Cerambycidae_Xestoleptura_crassipes_BOLD_AAD0073_size.5097","LC08_045029_20180726_B5",23,0.0385934268760632,"LC08_045029_20180726_B5",23,0.0385934268760632
