"otu","var.abs","varx.abs","value.abs","var.pos","varx.pos","value.pos"
"R3027.4__Insecta_Lepidoptera_Gelechiidae_Bryotropha_NA_BOLD_AAC5850_size.177","LC08_045029_20180726_B1",22,0.0273594377510042,"LC08_045029_20180726_B1",22,0.0273594377510042
"R3062.20__Insecta_Diptera_Mycetophilidae_Cordyla_NA_BOLD_ABW9771_size.1183","lg_DistStream",24,0.0704874835309618,"lg_DistStream",24,0.0704874835309618
"R3124.48__Insecta_Diptera_Tabanidae_Hybomitra_NA_BOLD_ACG6460_size.1312","lg_DistRoad",25,-0.0564759036144579,"insideHJA",29,0.0210843373493975
"R3129.67__Insecta_Diptera_Chloropidae_Dasyopa_NA_BOLD_ADI1308_size.55","lg_cover2m_4m",27,-0.0617088607594943,"LC08_045029_20180726_B1",22,0.013361462728551
"R3179.5__Insecta_Lepidoptera_Tineidae_NA_NA_BOLD_ADC2083_size.698","insideHJA",29,-0.0519005847953216,"l_rumple",14,0.032285575048733
"R3201.2__Insecta_Diptera_Keroplatidae_NA_NA_BOLD_ACX2568_size.1537","tpi1k",12,-0.0368114406779662,"be30",6,0.00732697740112953
"R3258.88__Insecta_Hemiptera_Aphididae_Essigella_wilsoni_BOLD_ACC4249_size.13","l_rumple",14,0.0659624413145541,"l_rumple",14,0.0659624413145541
"R3301.82__Insecta_Lepidoptera_Geometridae_Pero_NA_BOLD_AAA5527_size.1971","ndmi_p95_r100",21,0.0600907029478454,"ndmi_p95_r100",21,0.0600907029478454
"R3462.2__Insecta_Hymenoptera_Vespidae_Dolichovespula_norvegicoides_BOLD_AAB9565_size.30305","Nss30",8,-0.0411735700197237,"lg_DistRoad",25,-0.000246548323471263
"R3500.3__Insecta_Hymenoptera_Apidae_Bombus_sitkensis_BOLD_ACU8557_size.1191","l_p25",13,-0.0703497615262321,"LC08_045029_20180726_B5",23,0.0116587175410706
"R3540.4__Insecta_Lepidoptera_Geometridae_Ceratodalia_gueneata_BOLD_AAA5705_size.21947","tpi1k",12,0.0473674453096032,"tpi1k",12,0.0473674453096032
"R3651.2__Insecta_Diptera_Syrphidae_Melanostoma_mellinum_BOLD_AAB2866_size.493","ndvi_p95_r250",20,0.0746913580246916,"ndvi_p95_r250",20,0.0746913580246916
"R3738.2__Insecta_Hemiptera_Achilidae_Synecdoche_nemoralis_BOLD_AAV0215_size.668","cut40_r1k",4,0.0819444444444447,"cut40_r1k",4,0.0819444444444447
"R3760.2__Insecta_Lepidoptera_Geometridae_Melanolophia_imitata_BOLD_AAA4550_size.387","twi30",10,-0.0426136363636364,"lg_DistRoad",25,0.0384469696969697
"R3812.3__Insecta_Lepidoptera_Geometridae_Ultralcis_latipennis_BOLD_AAC8430_size.460","gt4_500",1,0.0532879818594102,"gt4_500",1,0.0532879818594102
"R3819.2__Insecta_Lepidoptera_Tortricidae_Orthotaenia_undulana_BOLD_AAB4022_size.133","cut_r1k",2,0.0660430839002272,"cut_r1k",2,0.0660430839002272
"R3842.2__Insecta_Hymenoptera_Vespidae_Eumenes_consobrinus_BOLD_AAG9053_size.3920","l_rumple",14,0.064387917329094,"l_rumple",14,0.064387917329094
"R3851.4__Insecta_Hymenoptera_Scelionidae_Telenomus_NA_BOLD_ACX1641_size.80","twi30",10,0.0657630522088358,"twi30",10,0.0657630522088358
"R3862.4__Insecta_Hymenoptera_Pompilidae_Aporus_NA_BOLD_ACQ4467_size.768","l_rumple",14,0.0432281393819856,"l_rumple",14,0.0432281393819856
"R3869.44__Insecta_Hymenoptera_Ichneumonidae_NA_NA_BOLD_ABY7035_size.576","twi30",10,0.0788939624556061,"twi30",10,0.0788939624556061
"R3899.2__Insecta_Coleoptera_Coccinellidae_Cycloneda_polita_BOLD_ACA6292_size.978","lg_cover2m_4m",27,0.0356944444444445,"lg_cover2m_4m",27,0.0356944444444445
"R3928.2__Insecta_Diptera_Keroplatidae_NA_NA_BOLD_ACU5785_size.389","cut_r1k",2,0.0943296237413886,"cut_r1k",2,0.0943296237413886
"R3962.3__Insecta_Coleoptera_Cleridae_Enoclerus_NA_BOLD_AAG5716_size.257","cut40_r250",5,-0.0370370370370372,"Ess30",9,-0.00383920505871715
"R3973.21__Insecta_Diptera_Mycetophilidae_Cordyla_NA_BOLD_ACB6454_size.24","ndvi_p50_r100",18,-0.0436359867330015,"tri30",7,0.0280887230514096
"R4008.2__Insecta_Psocodea_Amphipsocidae_Polypsocus_corruptus_BOLD_AAM8933_size.41","ndvi_p95_r250",20,0.0704607046070467,"ndvi_p95_r250",20,0.0704607046070467
"R4045.2__Insecta_Lepidoptera_Blastobasidae_Blastobasis_glandulella_BOLD_AAG8588_size.365","LC08_045029_20180726_B5",23,0.0719444444444454,"LC08_045029_20180726_B5",23,0.0719444444444454
"R4065.4__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ADC1777_size.80","LC08_045029_20180726_B5",23,0.0643631436314369,"LC08_045029_20180726_B5",23,0.0643631436314369
"R4069.6__Insecta_Diptera_Rhagionidae_NA_NA_BOLD_ACX1094_size.14821","be30",6,0.0612156043190529,"be30",6,0.0612156043190529
"R4086.4__Insecta_Diptera_Sciaridae_Hyperlasion_wasmanni_BOLD_ACX4194_size.392","ndvi_p50_r500",19,0.0927983539094648,"ndvi_p50_r500",19,0.0927983539094648
"R4091.6__Insecta_Diptera_Asilidae_Nevadasilus_NA_BOLD_AAH2298_size.3235","cut40_r250",5,-0.0880999342537803,"insideHJA",29,-0.0129848783694935
"R4099.21__Arachnida_Araneae_Philodromidae_Philodromus_oneida_BOLD_AAN9004_size.80","gt4_500",1,-0.131802721088435,"be30",6,0.00453514739229033
"R4118.30__Insecta_Lepidoptera_Crambidae_Eudonia_NA_BOLD_AAD2838_size.1487","tpi250",11,0.0399659863945581,"tpi250",11,0.0399659863945581
"R4122.6__Insecta_Orthoptera_Rhaphidophoridae_Pristoceuthophilus_cercalis_BOLD_AAG2718_size.7140","ndvi_p95_r250",20,0.0836854460093899,"ndvi_p95_r250",20,0.0836854460093899
"R4148.86__Insecta_Coleoptera_Throscidae_Aulonothroscus_NA_BOLD_AAU7339_size.6","lg_DistRoad",25,0.0576131687242799,"lg_DistRoad",25,0.0576131687242799
"R4211.4__Insecta_Coleoptera_Elateridae_Hemicrepidius_NA_BOLD_ACG6952_size.3888","be30",6,0.0674897119341562,"be30",6,0.0674897119341562
"R4213.5__Insecta_Coleoptera_Cerambycidae_Necydalis_laevicollis_BOLD_ACT4277_size.998","lg_DistRoad",25,0.125720164609053,"lg_DistRoad",25,0.125720164609053
"R4278.5__Insecta_Raphidioptera_Raphidiidae_Agulla_NA_BOLD_ACA6997_size.2491","be30",6,0.0918367346938768,"be30",6,0.0918367346938768
"R4306.8__Insecta_Diptera_Keroplatidae_NA_NA_BOLD_ACV7181_size.65","lg_DistRoad",25,0.0569620253164558,"lg_DistRoad",25,0.0569620253164558
"R4314.8__Insecta_Diptera_Chironomidae_NA_NA_BOLD_ACB9301_size.860","lg_DistRoad",25,0.0748484848484839,"lg_DistRoad",25,0.0748484848484839
"R4391__Insecta_Diptera_Mycetophilidae_Syntemna_NA_BOLD_ACN8370_size.116","be30",6,0.113786008230453,"be30",6,0.113786008230453
"R4409__Insecta_Diptera_Keroplatidae_NA_NA_BOLD_ACJ0826_size.2301","lg_DistRoad",25,0.063915012190874,"lg_DistRoad",25,0.063915012190874
"R4439.18__Insecta_Lepidoptera_Blastobasidae_Hypatopa_simplicella_BOLD_AAB9632_size.414","LC08_045029_20180726_B5",23,0.0460704607046074,"LC08_045029_20180726_B5",23,0.0460704607046074
"R4490.39__Insecta_Psocodea_NA_NA_NA_BOLD_ACD8202_size.350","ndvi_p5_r100",16,-0.0563786008230448,"be30",6,-0.00267489711934132
"R4490.7__Insecta_Coleoptera_Elateridae_Pseudanostirus_propolus_BOLD_ACG1380_size.65","ndvi_p95_r250",20,-0.0534090909090907,"ndvi_p5_r500",17,0.0183712121212124
"R4527.20__Insecta_Coleoptera_Cleridae_Enoclerus_NA_BOLD_ACI7539_size.962","be30",6,0.0683127572016463,"be30",6,0.0683127572016463
"R4590.7__Insecta_Lepidoptera_Ypsolophidae_Ypsolopha_rubrella_BOLD_AAF5804_size.376","ndvi_p5_r500",17,-0.0938208616780046,"l_p25",13,-0.0192743764172334
"R4633.2__Insecta_Lepidoptera_Geometridae_Scopula_quinquelinearia_BOLD_ACF4078_size.286","lg_cover2m_max",26,-0.0376984126984127,"LC08_045029_20180726_B1",22,0.0280612244897961
"R4748.5__Insecta_Lepidoptera_Tortricidae_Acleris_curvalana_BOLD_AAB0267_size.583","gt4_500",1,0.0539066463724002,"gt4_500",1,0.0539066463724002
"R475__Insecta_Diptera_Tipulidae_NA_NA_BOLD_ACY1009_size.1047","lg_cover4m_16m",28,0.0682137834036578,"lg_cover4m_16m",28,0.0682137834036578
"R4774.5__Insecta_Coleoptera_Elateridae_Hemicrepidius_NA_BOLD_ACJ3091_size.314","lg_DistRoad",25,0.148809523809524,"lg_DistRoad",25,0.148809523809524
"R4798.30__Insecta_Coleoptera_Lampyridae_Phausis_NA_BOLD_ACC3124_size.132","tpi1k",12,0.0345167652859959,"tpi1k",12,0.0345167652859959
"R4800.7__Insecta_Lepidoptera_Tineidae_Morophagoides_burkerella_BOLD_AAD9378_size.837","tri30",7,0.054652213188798,"tri30",7,0.054652213188798
"R4865.39__Arachnida_Araneae_Philodromidae_Philodromus_rufus_BOLD_AAB2769_size.37","lg_cover2m_max",26,-0.11155303030303,"ndvi_p95_r250",20,-0.00208333333333321
"R4915.24__Insecta_Coleoptera_NA_NA_NA_BOLD_ACI6600_size.282","lg_cover2m_max",26,-0.047311009639777,"tpi1k",12,0.0210553018772197
"R4933.20__Insecta_Hymenoptera_Ichneumonidae_Helcostizus_NA_BOLD_ACI8855_size.24","Nss30",8,0.229875283446712,"Nss30",8,0.229875283446712
"R4943.5__Insecta_Coleoptera_Scraptiidae_Anaspis_rufa_BOLD_AAP7041_size.1929","be30",6,0.0517302259887006,"be30",6,0.0517302259887006
"R4954.8__Insecta_Hymenoptera_Diprionidae_Neodiprion_NA_BOLD_ACJ5807_size.432","ndvi_p50_r500",19,-0.0532196969696972,"be30",6,0.0365530303030301
"R4982.7__Insecta_Diptera_Syrphidae_Chrysotoxum_NA_BOLD_AAA7273_size.3709","be30",6,0.13718820861678,"be30",6,0.13718820861678
"R5007.18__Insecta_Diptera_Limoniidae_NA_NA_BOLD_AAV1806_size.331","gt4_500",1,0.0550624589086126,"gt4_500",1,0.0550624589086126
"R5032.18__Insecta_Diptera_Chironomidae_NA_NA_BOLD_AAP8994_size.83","LC08_045029_20180726_B5",23,0.0272503516174397,"LC08_045029_20180726_B5",23,0.0272503516174397
"R5034.12__Insecta_Coleoptera_Elateridae_Athous_sierrae_BOLD_AAP7790_size.808","lg_DistRoad",25,0.0568704799474031,"lg_DistRoad",25,0.0568704799474031
"R5061__Insecta_Diptera_Sciaridae_Bradysia_browni_BOLD_ACD0175_size.1916","ndvi_p95_r250",20,0.0567692816948028,"ndvi_p95_r250",20,0.0567692816948028
"R5069.66__Insecta_Hymenoptera_Formicidae_Camponotus_vicinus_BOLD_AAC9519_size.53","tpi1k",12,-0.0576131687242798,"be30",6,0.00740740740740731
"R5073.9__Insecta_Lepidoptera_Oecophoridae_Denisia_haydenella_BOLD_AAD4867_size.227","lg_DistRoad",25,0.0374887082204164,"lg_DistRoad",25,0.0374887082204164
"R5088.20__Insecta_Hymenoptera_Ichneumonidae_Aplomerus_NA_BOLD_ACB1489_size.202","lg_cover2m_max",26,-0.0767045454545452,"tpi1k",12,0.000757575757576068
"R5100.2__Insecta_Diptera_Syrphidae_Eupeodes_NA_BOLD_AAB2384_size.717","ndvi_p95_r250",20,0.022222222222222,"ndvi_p95_r250",20,0.022222222222222
"R5132.18__Insecta_Hymenoptera_Braconidae_Dinotrema_NA_BOLD_ABX5161_size.8","lg_DistRoad",25,0.0912228796844186,"lg_DistRoad",25,0.0912228796844186
"R5147__Insecta_Diptera_Mycetophilidae_Mycomya_NA_BOLD_ACC0280_size.35","cut_r250",3,-0.132279116465864,"lg_DistStream",24,-0.0273594377510048
"R5249.37__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACB9287_size.71","tri30",7,0.0389898989898994,"tri30",7,0.0389898989898994
"R5293__Insecta_Hymenoptera_Ichneumonidae_NA_NA_BOLD_ACB1534_size.1410","LC08_045029_20180726_B1",22,0.0330782312925172,"LC08_045029_20180726_B1",22,0.0330782312925172
"R5369.9__Insecta_Coleoptera_Ampedidae_Ampedus_phoenicopterus_BOLD_ACA3174_size.317","lg_DistRoad",25,0.10094696969697,"lg_DistRoad",25,0.10094696969697
"R5374__Insecta_Hymenoptera_Ichneumonidae_NA_NA_BOLD_ACE5353_size.1485","Nss30",8,0.0349726775956286,"Nss30",8,0.0349726775956286
"R5403__Insecta_Hymenoptera_Ichneumonidae_NA_NA_BOLD_ACT6419_size.291","ndvi_p5_r500",17,-0.0775602409638559,"ndvi_p95_r250",20,0.0348895582329317
"R5415.8__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACC1724_size.183","Ess30",9,0.0481859410430839,"Ess30",9,0.0481859410430839
"R5443.9__Insecta_Lepidoptera_Gelechiidae_Coleotechnites_piceaella_BOLD_AAA5953_size.126","tpi1k",12,0.0789772727272726,"tpi1k",12,0.0789772727272726
"R5478.25__Insecta_Coleoptera_Cerambycidae_Pidonia_quadrata_BOLD_AAD4910_size.62","LC08_045029_20180726_B5",23,0.0976405622489955,"LC08_045029_20180726_B5",23,0.0976405622489955
"R5480.10__Insecta_Diptera_Sciaridae_Cratyna_NA_BOLD_ACG6762_size.64","ndvi_p50_r100",18,-0.0399999999999998,"be30",6,0.0302777777777781
"R5487__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACB9264_size.260","insideHJA",29,0.033485540334855,"insideHJA",29,0.033485540334855
"R5499__Insecta_Hymenoptera_Ichneumonidae_NA_NA_BOLD_AAU8873_size.147","lg_DistRoad",25,0.0685941043083896,"lg_DistRoad",25,0.0685941043083896
"R5506.16__Insecta_Diptera_Phoridae_Megaselia_NA_BOLD_ACT8182_size.18","cut40_r1k",4,0.0858024691358024,"cut40_r1k",4,0.0858024691358024
"R5508.8__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_AAM6113_size.700","lg_DistRoad",25,0.0658615136876006,"lg_DistRoad",25,0.0658615136876006
"R5519.10__Insecta_Coleoptera_NA_NA_NA_BOLD_AAL8070_size.32","lg_DistRoad",25,0.118300653594771,"lg_DistRoad",25,0.118300653594771
"R5526.10__Insecta_Coleoptera_NA_NA_NA_BOLD_ACI9871_size.503","LC08_045029_20180726_B5",23,-0.0313299232736574,"tpi1k",12,0.0221653878942881
"R5527__Insecta_Diptera_Tabanidae_Hybomitra_NA_BOLD_AAB1544_size.20881","twi30",10,-0.166892502258356,"LC08_045029_20180726_B5",23,-0.0426829268292684
"R5549.3__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACB8810_size.194","gt4_500",1,0.0592803030303027,"gt4_500",1,0.0592803030303027
"R5559.3__Insecta_Coleoptera_Scraptiidae_Anaspis_NA_BOLD_AAP7056_size.440","lg_DistStream",24,0.0368077055383559,"lg_DistStream",24,0.0368077055383559
"R5612.3__Insecta_Psocodea_Caeciliusidae_Valenzuela_NA_BOLD_AAP4630_size.1398","lg_DistRoad",25,0.0266439909297052,"lg_DistRoad",25,0.0266439909297052
"R5669.21__Insecta_Hemiptera_NA_NA_NA_BOLD_AAZ3083_size.108","tri30",7,0.0867446393762189,"tri30",7,0.0867446393762189
"R5701.3__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_AAU9541_size.8","be30",6,0.0559171597633139,"be30",6,0.0559171597633139
"R5713.14__Insecta_Diptera_Syrphidae_Parasyrphus_relictus_BOLD_AAL3233_size.1357","be30",6,0.134823848238482,"be30",6,0.134823848238482
"R5718.21__Insecta_Lepidoptera_Blastobasidae_Hypatopa_NA_BOLD_ABW8333_size.187","l_rumple",14,0.0608187134502921,"l_rumple",14,0.0608187134502921
"R5735.7__Insecta_Diptera_Empididae_Rhamphomyia_NA_BOLD_AAP2862_size.125","tri30",7,0.0738304093567252,"tri30",7,0.0738304093567252
"R5765.3__Insecta_Coleoptera_NA_NA_NA_BOLD_AAP7198_size.122","tpi1k",12,0.0345528455284557,"tpi1k",12,0.0345528455284557
"R5800.32__Insecta_Diptera_Cecidomyiidae_NA_NA_BOLD_ACT5330_size.34","LC08_045029_20180726_B5",23,0.0869318181818178,"LC08_045029_20180726_B5",23,0.0869318181818178
"R5808.20__Insecta_Neuroptera_Hemerobiidae_Hemerobius_stigma_BOLD_AAG0891_size.166","lg_DistStream",24,0.0901515151515151,"lg_DistStream",24,0.0901515151515151
"R5811.2__Insecta_Raphidioptera_Raphidiidae_Agulla_unicolor_BOLD_ACA6995_size.789","ndvi_p50_r500",19,-0.0170534458509152,"l_rumple",14,0.0154711673699012
"R5861.2__Insecta_Diptera_Keroplatidae_NA_NA_BOLD_AAP9077_size.407","lg_DistRoad",25,0.0836988304093567,"lg_DistRoad",25,0.0836988304093567
"R5909.2__Insecta_Diptera_Phoridae_Megaselia_NA_BOLD_ACU6891_size.195","LC08_045029_20180726_B1",22,0.047449908925319,"LC08_045029_20180726_B1",22,0.047449908925319
"R5928.2__Insecta_Lepidoptera_Copromorphidae_Ellabella_editha_BOLD_ABX3483_size.558","tri30",7,0.0717377860235008,"tri30",7,0.0717377860235008
"R5947.2__Insecta_Hymenoptera_Ichneumonidae_Mesoleptus_NA_BOLD_ACB1703_size.358","cut_r1k",2,-0.117078189300412,"lg_DistRoad",25,0.028395061728395
"R5991__Insecta_Coleoptera_Elateridae_Dolerosomus_NA_BOLD_ACI5951_size.121","lg_DistRoad",25,0.0709876543209875,"lg_DistRoad",25,0.0709876543209875
"R6022.20__Insecta_Diptera_Keroplatidae_NA_NA_BOLD_ACI9068_size.585","ndvi_p5_r100",16,-0.0442708333333336,"ndvi_p95_r250",20,0.0245949074074072
"R6049__Insecta_Hymenoptera_Ichneumonidae_NA_NA_BOLD_ACV5010_size.332","l_rumple",14,-0.0530900723208418,"lg_DistRoad",25,0.0355029585798814
"R6058.2__Insecta_Diptera_Muscidae_Helina_NA_BOLD_ACE8833_size.6591","lg_DistStream",24,-0.0305799220272904,"nbr_stdDev_r250",15,0.0192495126705653
"R6072.2__Insecta_Lepidoptera_Blastobasidae_Pigritia_fidella_BOLD_AAD3758_size.40","twi30",10,-0.0150602409638557,"ndvi_p50_r500",19,0.0112951807228913
"R608__Insecta_Hymenoptera_Vespidae_Dolichovespula_arenaria_BOLD_AAC0675_size.92920","Ess30",9,-0.0725703324808181,"LC08_045029_20180726_B5",23,-0.00980392156862719
"R6080__Insecta_Diptera_Keroplatidae_NA_NA_BOLD_AAP9078_size.662","tri30",7,0.0491520932697402,"tri30",7,0.0491520932697402
"R6085.4__Insecta_Diptera_Mycetophilidae_NA_NA_BOLD_ACS9352_size.1529","tri30",7,0.0458446251129182,"tri30",7,0.0458446251129182
"R6090__Insecta_Hymenoptera_Vespidae_Vespula_alascensis_BOLD_AAE3820_size.53814","ndvi_p50_r100",18,0.0724489795918367,"ndvi_p50_r100",18,0.0724489795918367
"R6127.9__Arachnida_Araneae_Linyphiidae_Neriene_litigiosa_BOLD_AAX6329_size.723","tri30",7,0.0850903614457824,"tri30",7,0.0850903614457824
"R6164.2__Insecta_Hymenoptera_Formicidae_Formica_NA_BOLD_AAA4975_size.339","lg_cover2m_max",26,-0.0284526854219949,"ndvi_p95_r250",20,0.0143861892583119
